data_source_id,subjects
re3data_____::7980778c78fb4cf0fab13ce2159030dc,Natural Sciences
re3data_____::7980778c78fb4cf0fab13ce2159030dc,Engineering Sciences
opendoar____::4b86abe48d358ecf194c56c69108433e,Multidisciplinary
opendoar____::ac1ad983e08ad3304a97e147f522747e,Biology and Biochemistry
opendoar____::ac1ad983e08ad3304a97e147f522747e,Chemistry and Chemical Technology
opendoar____::ac1ad983e08ad3304a97e147f522747e,Ecology and Environment
opendoar____::ac1ad983e08ad3304a97e147f522747e,Mathematics and Statistics
opendoar____::ac1ad983e08ad3304a97e147f522747e,Physics and Astronomy
opendoar____::ac1ad983e08ad3304a97e147f522747e,Computers and IT
opendoar____::ac1ad983e08ad3304a97e147f522747e,Electrical and Electronic Engineering
opendoar____::ac1ad983e08ad3304a97e147f522747e,Mechanical Engineering and Materials
opendoar____::ac1ad983e08ad3304a97e147f522747e,Business and Economics
opendoar____::0d8080853a54f8985276b0130266a657,Multidisciplinary
opendoar____::76cf99d3614e23eabab16fb27e944bf9,Multidisciplinary
openaire____::df45502607927471ecf8a6ae83683ff5,{NULL}
opendoar____::229754d7799160502a143a72f6789927,Multidisciplinary
opendoar____::56db57b4db0a6fcb7f9e0c0b504f6472,Multidisciplinary
opendoar____::1ea97de85eb634d580161c603422437f,Multidisciplinary
opendoar____::e1228be46de6a0234ac22ded31417bc7,Multidisciplinary
opendoar____::f0dd4a99fba6075a9494772b58f95280,Multidisciplinary
opendoar____::0ae1dd3954ee840075de1395771b6c9c,Multidisciplinary
opendoar____::a4f23670e1833f3fdb077ca70bbd5d66,Multidisciplinary
opendoar____::52c409f1571f500e28f490a302a12540,Multidisciplinary
opendoar____::8dd48d6a2e2cad213179a3992c0be53c,Multidisciplinary
opendoar____::4c22bd444899d3b6047a10b20a2f26db,Multidisciplinary
opendoar____::2cbca44843a864533ec05b321ae1f9d1,Multidisciplinary
opendoar____::df7f28ac89ca37bf1abd2f6c184fe1cf,Science General
opendoar____::df7f28ac89ca37bf1abd2f6c184fe1cf,Technology General
opendoar____::1bd4b29a8e0afccd9923fe29cecb4b29,Multidisciplinary
opendoar____::1c9ac0159c94d8d0cbedc973445af2da,Earth and Planetary Sciences
opendoar____::1c9ac0159c94d8d0cbedc973445af2da,Technology General
opendoar____::1c9ac0159c94d8d0cbedc973445af2da,Geography and Regional Studies
opendoar____::00ac8ed3b4327bdd4ebbebcb2ba10a00,Science General
opendoar____::00ac8ed3b4327bdd4ebbebcb2ba10a00,Technology General
opendoar____::a0833c8a1817526ac555f8d67727caf6,Multidisciplinary
opendoar____::fc490ca45c00b1249bbe3554a4fdf6fb,Physics and Astronomy
opendoar____::fc490ca45c00b1249bbe3554a4fdf6fb,Computers and IT
opendoar____::fc490ca45c00b1249bbe3554a4fdf6fb,Electrical and Electronic Engineering
opendoar____::30f8f6b940d1073d8b6a5eebc46dd6e5,{Multidisciplinary}
opendoar____::7d571e5c15bad5ef8c4352ce7a1d9e78,Multidisciplinary
opendoar____::084a8a9aa8cced9175bd07bc44998e75,Health and Medicine
opendoar____::084a8a9aa8cced9175bd07bc44998e75,Psychology
openaire____::8fc45174756b8d6bb1cfbd82c5e63a4e,{NULL}
opendoar____::2ac2406e835bd49c70469acae337d292,{Multidisciplinary}
opendoar____::a03fa30821986dff10fc66647c84c9c3,Multidisciplinary
opendoar____::addfa9b7e234254d26e9c7f2af1005cb,Science General
opendoar____::addfa9b7e234254d26e9c7f2af1005cb,Health and Medicine
opendoar____::addfa9b7e234254d26e9c7f2af1005cb,Philosophy and Religion
opendoar____::addfa9b7e234254d26e9c7f2af1005cb,Business and Economics
opendoar____::addfa9b7e234254d26e9c7f2af1005cb,Law and Politics
opendoar____::477b02d99dd6c00c5ba852bb9a9e1f6c,Multidisciplinary
opendoar____::373e4c5d8edfa8b74fd4b6791d0cf6dc,Multidisciplinary
opendoar____::792c7b5aae4a79e78aaeda80516ae2ac,Multidisciplinary
share_______::96882fe399475578c855366a5b5ebac0,{NULL}
opendoar____::06eb61b839a0cefee4967c67ccb099dc,Multidisciplinary
opendoar____::2b346a0aa375a07f5a90a344a61416c4,Multidisciplinary
opendoar____::07845cd9aefa6cde3f8926d25138a3a2,Multidisciplinary
opendoar____::4607f7fff0dce694258e1c637512aa9d,Multidisciplinary
openaire____::fffd45256148b1de3114788f21179083,{NULL}
opendoar____::f2d887e01a80e813d9080038decbbabb,Multidisciplinary
opendoar____::310cc7ca5a76a446f85c1a0d641ba96d,Multidisciplinary
opendoar____::0b0b0994d12ad343511adfbfc364256e,Multidisciplinary
opendoar____::761c7920f470038d4c8a619c79eddd62,Science General
opendoar____::761c7920f470038d4c8a619c79eddd62,Mathematics and Statistics
opendoar____::761c7920f470038d4c8a619c79eddd62,Arts and Humanities General
opendoar____::761c7920f470038d4c8a619c79eddd62,Language and Literature
opendoar____::761c7920f470038d4c8a619c79eddd62,Social Sciences General
opendoar____::761c7920f470038d4c8a619c79eddd62,Business and Economics
opendoar____::761c7920f470038d4c8a619c79eddd62,Law and Politics
opendoar____::761c7920f470038d4c8a619c79eddd62,Library and Information Science
opendoar____::bf499a12e998d178afd964adf64a60cb,Multidisciplinary
opendoar____::cb16b8498f74ba6b6a6873518624168c,Multidisciplinary
opendoar____::59f51fd6937412b7e56ded1ea2470c25,Multidisciplinary
opendoar____::351b33587c5fdd93bd42ef7ac9995a28,Multidisciplinary
opendoar____::8c19f571e251e61cb8dd3612f26d5ecf,Multidisciplinary
opendoar____::1c67df9e0a5cfefa030b853983324004,Multidisciplinary
opendoar____::86a1793f65aeef4aeef4b479fc9b2bca,Multidisciplinary
opendoar____::2a38a4a9316c49e5a833517c45d31070,Multidisciplinary
opendoar____::e98741479a7b998f88b8f8c9f0b6b6f1,Multidisciplinary
opendoar____::02b1be0d48924c327124732726097157,Multidisciplinary
opendoar____::f95ec3de395b4bce25b39ef6138da871,Mathematics and Statistics
opendoar____::f95ec3de395b4bce25b39ef6138da871,Physics and Astronomy
opendoar____::f95ec3de395b4bce25b39ef6138da871,Computers and IT
opendoar____::385822e359afa26d52b5b286226f2cea,Multidisciplinary
opendoar____::8a1e808b55fde9455cb3d8857ed88389,Multidisciplinary
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Arts and Humanities General
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Biology and Biochemistry
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Chemistry and Chemical Technology
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Ecology and Environment
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Mathematics and Statistics
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Physics and Astronomy
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Social Sciences General
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Business and Economics
opendoar____::0f9cafd014db7a619ddb4276af0d692c,Computers and IT
opendoar____::47810f956e3d8fb8a32fb276448b464d,Multidisciplinary
opendoar____::e52ad5c9f751f599492b4f087ed7ecfc,Multidisciplinary
opendoar____::5505712229fb1eb500efadddc0353264,Multidisciplinary
opendoar____::dc6e224a8d74ce03bf301152d6e33e97,Multidisciplinary
re3data_____::0394b97eb11f19785cbca1ec830429da,Humanities and Social Sciences
re3data_____::0394b97eb11f19785cbca1ec830429da,Social Sciences
re3data_____::0394b97eb11f19785cbca1ec830429da,Social and Behavioural Sciences
opendoar____::7e8d7e5ccbddfd9576be61e3ab86aa73,Multidisciplinary
opendoar____::b710915795b9e9c02cf10d6d2bdb688c,Multidisciplinary
opendoar____::b710915795b9e9c02cf10d6d2bdb688c,"Agriculture, Food and Veterinary"
re3data_____::84e123776089ce3c7a33db98d9cd15a8,Life Sciences
re3data_____::84e123776089ce3c7a33db98d9cd15a8,Economics
re3data_____::84e123776089ce3c7a33db98d9cd15a8,Natural Sciences
re3data_____::84e123776089ce3c7a33db98d9cd15a8,Humanities and Social Sciences
re3data_____::84e123776089ce3c7a33db98d9cd15a8,Humanities
re3data_____::84e123776089ce3c7a33db98d9cd15a8,Geosciences (including Geography)
re3data_____::84e123776089ce3c7a33db98d9cd15a8,Social and Behavioural Sciences
re3data_____::84e123776089ce3c7a33db98d9cd15a8,Ancient Cultures
re3data_____::84e123776089ce3c7a33db98d9cd15a8,History
opendoar____::d6baf65e0b240ce177cf70da146c8dc8,Multidisciplinary
opendoar____::f7664060cc52bc6f3d620bcedc94a4b6,Multidisciplinary
opendoar____::76dc611d6ebaafc66cc0879c71b5db5c,Multidisciplinary
opendoar____::84d9ee44e457ddef7f2c4f25dc8fa865,Multidisciplinary
opendoar____::fc79250f8c5b804390e8da280b4cf06e,Biology and Biochemistry
opendoar____::fc79250f8c5b804390e8da280b4cf06e,Fine and Performing Arts
opendoar____::fc79250f8c5b804390e8da280b4cf06e,History and Archaeology
opendoar____::fc79250f8c5b804390e8da280b4cf06e,Psychology
opendoar____::d2ed45a52bc0edfa11c2064e9edee8bf,Science General
opendoar____::d2ed45a52bc0edfa11c2064e9edee8bf,Health and Medicine
opendoar____::d2ed45a52bc0edfa11c2064e9edee8bf,Social Sciences General
opendoar____::17693c91d9204b7a7646284bb3adb603,Science General
opendoar____::17693c91d9204b7a7646284bb3adb603,Chemistry and Chemical Technology
opendoar____::17693c91d9204b7a7646284bb3adb603,Ecology and Environment
opendoar____::17693c91d9204b7a7646284bb3adb603,Mathematics and Statistics
opendoar____::17693c91d9204b7a7646284bb3adb603,Physics and Astronomy
opendoar____::17693c91d9204b7a7646284bb3adb603,Computers and IT
opendoar____::17693c91d9204b7a7646284bb3adb603,Electrical and Electronic Engineering
opendoar____::17693c91d9204b7a7646284bb3adb603,Mechanical Engineering and Materials
opendoar____::17693c91d9204b7a7646284bb3adb603,Arts and Humanities General
opendoar____::17693c91d9204b7a7646284bb3adb603,Social Sciences General
opendoar____::17693c91d9204b7a7646284bb3adb603,Business and Economics
opendoar____::17693c91d9204b7a7646284bb3adb603,Psychology
opendoar____::a0443c8c8c3372d662e9173c18faaa2c,Multidisciplinary
opendoar____::8d9a0adb7c204239c9635426f35c9522,Multidisciplinary
opendoar____::b67fb3360ae5597d85a005153451dd4e,Multidisciplinary
opendoar____::e94f63f579e05cb49c05c2d050ead9c0,Multidisciplinary
opendoar____::18ad9899f3f21a5a1583584d5f11c0c0,Multidisciplinary
opendoar____::892c91e0a653ba19df81a90f89d99bcd,Multidisciplinary
opendoar____::f816dc0acface7498e10496222e9db10,Multidisciplinary
opendoar____::c2c2a04512b35d13102459f8784f1a2d,Science General
opendoar____::c2c2a04512b35d13102459f8784f1a2d,"Agriculture, Food and Veterinary"
opendoar____::c2c2a04512b35d13102459f8784f1a2d,Health and Medicine
opendoar____::c2c2a04512b35d13102459f8784f1a2d,Philosophy and Religion
opendoar____::c2c2a04512b35d13102459f8784f1a2d,Social Sciences General
opendoar____::c2c2a04512b35d13102459f8784f1a2d,Business and Economics
opendoar____::e17184bcb70dcf3942c54e0b537ffc6d,Multidisciplinary
opendoar____::8c3039bd5842dca3d944faab91447818,Multidisciplinary
opendoar____::9308b0d6e5898366a4a986bc33f3d3e7,Multidisciplinary
opendoar____::9de6d14fff9806d4bcd1ef555be766cd,Multidisciplinary
opendoar____::d86ea612dec96096c5e0fcc8dd42ab6d,Multidisciplinary
opendoar____::f35fd567065af297ae65b621e0a21ae9,Multidisciplinary
opendoar____::30a237d18c50f563cba4531f1db44acf,Multidisciplinary
opendoar____::905056c1ac1dad141560467e0a99e1cf,Multidisciplinary
opendoar____::92426b262d11b0ade77387cf8416e153,Biology and Biochemistry
opendoar____::92426b262d11b0ade77387cf8416e153,Chemistry and Chemical Technology
opendoar____::92426b262d11b0ade77387cf8416e153,Ecology and Environment
opendoar____::92426b262d11b0ade77387cf8416e153,Physics and Astronomy
opendoar____::92426b262d11b0ade77387cf8416e153,Health and Medicine
opendoar____::92426b262d11b0ade77387cf8416e153,Computers and IT
opendoar____::92426b262d11b0ade77387cf8416e153,Electrical and Electronic Engineering
opendoar____::92426b262d11b0ade77387cf8416e153,Library and Information Science
opendoar____::a58616464d14208b2677a084f5d7456f,Multidisciplinary
opendoar____::7ac71d433f282034e088473244df8c02,Multidisciplinary
opendoar____::0d352b4d3a317e3eae221199fdb49651,Multidisciplinary
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Science General
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,"Agriculture, Food and Veterinary"
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Biology and Biochemistry
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Earth and Planetary Sciences
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Ecology and Environment
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Mathematics and Statistics
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Physics and Astronomy
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Health and Medicine
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Technology General
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Architecture
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Civil Engineering
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Mechanical Engineering and Materials
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Geography and Regional Studies
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,History and Archaeology
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Language and Literature
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Philosophy and Religion
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Business and Economics
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Education
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Law and Politics
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Library and Information Science
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Management and Planning
opendoar____::db98dc0dbafde48e8f74c0de001d35e4,Psychology
opendoar____::97008ea27052082be055447be9e85612,Health and Medicine
opendoar____::97008ea27052082be055447be9e85612,Biology and Biochemistry
opendoar____::97008ea27052082be055447be9e85612,Chemistry and Chemical Technology
opendoar____::97008ea27052082be055447be9e85612,Mathematics and Statistics
opendoar____::97008ea27052082be055447be9e85612,Physics and Astronomy
opendoar____::b706835de79a2b4e80506f582af3676a,Earth and Planetary Sciences
opendoar____::b706835de79a2b4e80506f582af3676a,Ecology and Environment
opendoar____::b6e710870acb098e584277457ba89d68,History and Archaeology
opendoar____::b6e710870acb098e584277457ba89d68,Language and Literature
opendoar____::a724b9124acc7b5058ed75a31a9c2919,Science General
opendoar____::a724b9124acc7b5058ed75a31a9c2919,Arts and Humanities General
opendoar____::a724b9124acc7b5058ed75a31a9c2919,Philosophy and Religion
opendoar____::a724b9124acc7b5058ed75a31a9c2919,Social Sciences General
opendoar____::a724b9124acc7b5058ed75a31a9c2919,Law and Politics
opendoar____::e00da03b685a0dd18fb6a08af0923de0,Multidisciplinary
opendoar____::da8ce53cf0240070ce6c69c48cd588ee,Earth and Planetary Sciences
opendoar____::da8ce53cf0240070ce6c69c48cd588ee,Mathematics and Statistics
opendoar____::da8ce53cf0240070ce6c69c48cd588ee,Technology General
opendoar____::da8ce53cf0240070ce6c69c48cd588ee,Business and Economics
opendoar____::5e6bd7a6970cd4325e587f02667f7f73,Multidisciplinary
opendoar____::cc9657884708170e160c8372d92f3535,Earth and Planetary Sciences
opendoar____::38913e1d6a7b94cb0f55994f679f5956,Multidisciplinary
opendoar____::beed13602b9b0e6ecb5b568ff5058f07,Multidisciplinary
opendoar____::37a749d808e46495a8da1e5352d03cae,Multidisciplinary
opendoar____::da0d1111d2dc5d489242e60ebcbaf988,Multidisciplinary
opendoar____::996a7fa078cc36c46d02f9af3bef918b,Science General
opendoar____::996a7fa078cc36c46d02f9af3bef918b,Health and Medicine
opendoar____::996a7fa078cc36c46d02f9af3bef918b,Technology General
opendoar____::e1314fc026da60d837353d20aefaf054,Multidisciplinary
opendoar____::2122c699d5e3d2fa6690771845bd7904,Multidisciplinary
opendoar____::496e05e1aea0a9c4655800e8a7b9ea28,Multidisciplinary
opendoar____::f4aa0dd960521e045ae2f20621fb4ee9,"Agriculture, Food and Veterinary"
opendoar____::f4aa0dd960521e045ae2f20621fb4ee9,Earth and Planetary Sciences
opendoar____::f4aa0dd960521e045ae2f20621fb4ee9,Ecology and Environment
opendoar____::b99d193b66a6542917d2b7bee52c2574,Multidisciplinary
opendoar____::7b66e8931c93da8c88a0a8b6dec62f9e,Multidisciplinary
opendoar____::90599c8fdd2f6e7a03ad173e2f535751,Multidisciplinary
opendoar____::90599c8fdd2f6e7a03ad173e2f535751,"Agriculture, Food and Veterinary"
opendoar____::90599c8fdd2f6e7a03ad173e2f535751,Earth and Planetary Sciences
opendoar____::eccbc87e4b5ce2fe28308fd9f2a7baf3,Multidisciplinary
re3data_____::0245c2c2c98dd6d2f9cf114f10afc27c,Humanities and Social Sciences
re3data_____::0245c2c2c98dd6d2f9cf114f10afc27c,Life Sciences
re3data_____::0245c2c2c98dd6d2f9cf114f10afc27c,Natural Sciences
re3data_____::0245c2c2c98dd6d2f9cf114f10afc27c,Engineering Sciences
opendoar____::9fc3d7152ba9336a670e36d0ed79bc43,Multidisciplinary
opendoar____::ee14c41e92ec5c97b54cf9b74e25bd99,Multidisciplinary
opendoar____::acf4b89d3d503d8252c9c4ba75ddbf6d,Multidisciplinary
opendoar____::1d72310edc006dadf2190caad5802983,Multidisciplinary
opendoar____::2131f8ecf18db66a758f718dc729e00e,Multidisciplinary
opendoar____::92f54963fc39a9d87c2253186808ea61,Multidisciplinary
openaire____::3fb44fd97c2b706f689f156db577f2da,{NULL}
opendoar____::79514e888b8f2acacc68738d0cbb803e,Multidisciplinary
opendoar____::8d9766a69b764fefc12f56739424d136,Multidisciplinary
opendoar____::3e3aa687770f55c704ca997c3be81634,Multidisciplinary
opendoar____::692f93be8c7a41525c0baf2076aecfb4,Multidisciplinary
opendoar____::9701a1c165dd9420816bfec5edd6c2b1,Health and Medicine
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Geosciences (including Geography)
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Plant Sciences
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Basic Biological and Medical Research
re3data_____::94816e6421eeb072e7742ce6a9decc5f,"Agriculture, Forestry, Horticulture and Veterinary Medicine"
re3data_____::94816e6421eeb072e7742ce6a9decc5f,"Microbiology, Virology and Immunology"
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Humanities and Social Sciences
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Geology and Palaeontology
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Biochemistry and Animal Physiology
re3data_____::94816e6421eeb072e7742ce6a9decc5f,"Evolution, Anthropology"
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Plant Ecology and Ecosystem Analysis
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Bioinformatics and Theoretical Biology
re3data_____::94816e6421eeb072e7742ce6a9decc5f,General Genetics
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Virology
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Microbial Ecology and Applied Microbiology
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Medicine
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Zoology
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Biology
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Social and Behavioural Sciences
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Natural Sciences
re3data_____::94816e6421eeb072e7742ce6a9decc5f,Life Sciences
opendoar____::d806ca13ca3449af72a1ea5aedbed26a,Multidisciplinary
opendoar____::6754e06e46dfa419d5afe3c9781cecad,Multidisciplinary
opendoar____::01e9565cecc4e989123f9620c1d09c09,Multidisciplinary
openaire____::ce2f4c2c5c3946f13b627212ebadb047,{NULL}
opendoar____::0b105cf1504c4e241fcc6d519ea962fb,Multidisciplinary
opendoar____::428fca9bc1921c25c5121f9da7815cde,Multidisciplinary
opendoar____::0d441de75945e5acbc865406fc9a2559,Multidisciplinary
opendoar____::781397bc0630d47ab531ea850bddcf63,Multidisciplinary
opendoar____::0b1ec366924b26fc98fa7b71a9c249cf,Multidisciplinary
opendoar____::0b1ec366924b26fc98fa7b71a9c249cf,Science General
opendoar____::0b1ec366924b26fc98fa7b71a9c249cf,Health and Medicine
opendoar____::0b1ec366924b26fc98fa7b71a9c249cf,Technology General
opendoar____::0b1ec366924b26fc98fa7b71a9c249cf,Arts and Humanities General
opendoar____::0b1ec366924b26fc98fa7b71a9c249cf,Social Sciences General
opendoar____::29e1c59be16c852670e3be302e8c303b,Multidisciplinary
opendoar____::2ad9e5e943e43cad612a7996c12a8796,Multidisciplinary
opendoar____::7d62a275027741d98073d42b8f735c68,Technology General
opendoar____::115f89503138416a242f40fb7d7f338e,Multidisciplinary
opendoar____::4c5bde74a8f110656874902f07378009,Chemistry and Chemical Technology
opendoar____::4c5bde74a8f110656874902f07378009,Mathematics and Statistics
opendoar____::4c5bde74a8f110656874902f07378009,Physics and Astronomy
opendoar____::5e76bef6e019b2541ff53db39f407a98,Multidisciplinary
opendoar____::705f2172834666788607efbfca35afb3,Multidisciplinary
opendoar____::c81e728d9d4c2f636f067f89cc14862c,Multidisciplinary
opendoar____::6915849303a3fe93657587cb9c469f00,Multidisciplinary
opendoar____::27e8e17134dd7083b050476733207ea1,Multidisciplinary
openaire____::991a5beae43cd80ee579843834857837,{NULL}
opendoar____::2417dc8af8570f274e6775d4d60496da,Science General
opendoar____::2417dc8af8570f274e6775d4d60496da,Chemistry and Chemical Technology
opendoar____::2417dc8af8570f274e6775d4d60496da,Technology General
opendoar____::2417dc8af8570f274e6775d4d60496da,Architecture
opendoar____::2417dc8af8570f274e6775d4d60496da,Civil Engineering
opendoar____::2417dc8af8570f274e6775d4d60496da,Computers and IT
opendoar____::2417dc8af8570f274e6775d4d60496da,Mechanical Engineering and Materials
opendoar____::174f8f613332b27e9e8a5138adb7e920,Multidisciplinary
opendoar____::a8f8f60264024dca151f164729b76c0b,Multidisciplinary
opendoar____::98d8a23fd60826a2a474c5b4f5811707,Computers and IT
share_______::9363b435abf4f62a6cd90fc4f5dab24f,{NULL}
opendoar____::7810ccd41bf26faaa2c4e1f20db70a71,Social Sciences General
opendoar____::7810ccd41bf26faaa2c4e1f20db70a71,Law and Politics
opendoar____::7810ccd41bf26faaa2c4e1f20db70a71,Management and Planning
opendoar____::e1d5be1c7f2f456670de3d53c7b54f4a,Multidisciplinary
opendoar____::9bdb8b1faffa4b3d41779bb495d79fb9,Science General
opendoar____::9bdb8b1faffa4b3d41779bb495d79fb9,Health and Medicine
opendoar____::9bdb8b1faffa4b3d41779bb495d79fb9,Technology General
opendoar____::9bdb8b1faffa4b3d41779bb495d79fb9,Computers and IT
opendoar____::9bdb8b1faffa4b3d41779bb495d79fb9,Library and Information Science
opendoar____::1abb1e1ea5f481b589da52303b091cbb,Multidisciplinary
opendoar____::fd4c2dc64ccb8496e6f1f94c85f30d06,"Agriculture, Food and Veterinary"
opendoar____::fd4c2dc64ccb8496e6f1f94c85f30d06,Geography and Regional Studies
opendoar____::fd4c2dc64ccb8496e6f1f94c85f30d06,History and Archaeology
opendoar____::fd4c2dc64ccb8496e6f1f94c85f30d06,Business and Economics
opendoar____::fd4c2dc64ccb8496e6f1f94c85f30d06,Education
opendoar____::cfee398643cbc3dc5eefc89334cacdc1,Multidisciplinary
opendoar____::5b5e6cc50cefa5e9f1f5ca272b136475,Multidisciplinary
opendoar____::2b3bf3eee2475e03885a110e9acaab61,Multidisciplinary
re3data_____::db814dc656a911b556dba42a331cebe9,Engineering Sciences
re3data_____::db814dc656a911b556dba42a331cebe9,Natural Sciences
re3data_____::db814dc656a911b556dba42a331cebe9,Life Sciences
re3data_____::db814dc656a911b556dba42a331cebe9,Humanities and Social Sciences
