data_source_id,subjects
re3data_____::ffdd0d8e18c685e2dd933c82d65b386e,Humanities and Social Sciences
re3data_____::ffdd0d8e18c685e2dd933c82d65b386e,Life Sciences
re3data_____::ffdd0d8e18c685e2dd933c82d65b386e,Natural Sciences
re3data_____::ffdd0d8e18c685e2dd933c82d65b386e,Engineering Sciences
opendoar____::cefab442b1728a7c1b49c63f1a55781c,Multidisciplinary
opendoar____::f1b0775946bc0329b35b823b86eeb5f5,Business and Economics
opendoar____::f1b0775946bc0329b35b823b86eeb5f5,Education
opendoar____::d0ac1ed0c5cb9ecbca3d2496ec1ad984,"Agriculture, Food and Veterinary"
opendoar____::d0ac1ed0c5cb9ecbca3d2496ec1ad984,Biology and Biochemistry
opendoar____::d0ac1ed0c5cb9ecbca3d2496ec1ad984,Chemistry and Chemical Technology
opendoar____::d0ac1ed0c5cb9ecbca3d2496ec1ad984,Ecology and Environment
opendoar____::8fb5f8be2aa9d6c64a04e3ab9f63feee,Multidisciplinary
opendoar____::68b1fbe7f16e4ae3024973f12f3cb313,Computers and IT
opendoar____::68b1fbe7f16e4ae3024973f12f3cb313,Social Sciences General
opendoar____::4e2545f819e67f0615003dd7e04a6087,"{""Geography and Regional Studies"",""Biology and Biochemistry"",""Earth and Planetary Sciences"",""Ecology and Environment""}"
opendoar____::fbd7939d674997cdb4692d34de8633c4,Multidisciplinary
opendoar____::7cf64379eb6f29a4d25c4b6a2df713e4,"Agriculture, Food and Veterinary"
opendoar____::7cf64379eb6f29a4d25c4b6a2df713e4,Ecology and Environment
opendoar____::7cf64379eb6f29a4d25c4b6a2df713e4,Health and Medicine
opendoar____::7cf64379eb6f29a4d25c4b6a2df713e4,Geography and Regional Studies
opendoar____::7cf64379eb6f29a4d25c4b6a2df713e4,Business and Economics
opendoar____::7cf64379eb6f29a4d25c4b6a2df713e4,Law and Politics
opendoar____::2afe4567e1bf64d32a5527244d104cea,Multidisciplinary
opendoar____::be83ab3ecd0db773eb2dc1b0a17836a1,"Agriculture, Food and Veterinary"
opendoar____::be83ab3ecd0db773eb2dc1b0a17836a1,Earth and Planetary Sciences
opendoar____::be83ab3ecd0db773eb2dc1b0a17836a1,Ecology and Environment
driver______::c2cbac21cb3740980d4763d964cc6020,{NULL}
opendoar____::39461a19e9eddfb385ea76b26521ea48,Multidisciplinary
opendoar____::39461a19e9eddfb385ea76b26521ea48,Biology and Biochemistry
opendoar____::39461a19e9eddfb385ea76b26521ea48,Mathematics and Statistics
opendoar____::39461a19e9eddfb385ea76b26521ea48,Physics and Astronomy
opendoar____::39461a19e9eddfb385ea76b26521ea48,Fine and Performing Arts
opendoar____::39461a19e9eddfb385ea76b26521ea48,Geography and Regional Studies
opendoar____::39461a19e9eddfb385ea76b26521ea48,History and Archaeology
opendoar____::39461a19e9eddfb385ea76b26521ea48,Language and Literature
opendoar____::39461a19e9eddfb385ea76b26521ea48,Social Sciences General
opendoar____::39461a19e9eddfb385ea76b26521ea48,Business and Economics
opendoar____::39461a19e9eddfb385ea76b26521ea48,Education
opendoar____::39461a19e9eddfb385ea76b26521ea48,Law and Politics
opendoar____::65fc52ed8f88c81323a418ca94cec2ed,Multidisciplinary
opendoar____::4aa0e93b918848be0b7728b4b1568d8a,Physics and Astronomy
opendoar____::68264bdb65b97eeae6788aa3348e553c,Science General
opendoar____::68264bdb65b97eeae6788aa3348e553c,Technology General
opendoar____::68264bdb65b97eeae6788aa3348e553c,Philosophy and Religion
opendoar____::68264bdb65b97eeae6788aa3348e553c,Social Sciences General
opendoar____::50c3d7614917b24303ee6a220679dab3,Multidisciplinary
opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,Multidisciplinary
opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,Computers and IT
opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,Arts and Humanities General
opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,History and Archaeology
opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,Language and Literature
opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,Education
opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,Law and Politics
opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,Psychology
opendoar____::621461af90cadfdaf0e8d4cc25129f91,Multidisciplinary
opendoar____::52cf49fea5ff66588408852f65cf8272,Mathematics and Statistics
opendoar____::52cf49fea5ff66588408852f65cf8272,Social Sciences General
opendoar____::52cf49fea5ff66588408852f65cf8272,Business and Economics
opendoar____::52cf49fea5ff66588408852f65cf8272,Law and Politics
opendoar____::52cf49fea5ff66588408852f65cf8272,Library and Information Science
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,"Agriculture, Food and Veterinary"
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Biology and Biochemistry
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Ecology and Environment
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Mathematics and Statistics
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Physics and Astronomy
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Health and Medicine
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,History and Archaeology
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Language and Literature
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Philosophy and Religion
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Business and Economics
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Education
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Law and Politics
opendoar____::e02e27e04fdff967ba7d76fb24b8069d,Psychology
opendoar____::d20be76a86c0d71c75035fced631f874,Mathematics and Statistics
opendoar____::d20be76a86c0d71c75035fced631f874,Computers and IT
opendoar____::01e00f2f4bfcbb7505cb641066f2859b,Multidisciplinary
opendoar____::a4300b002bcfb71f291dac175d52df94,Multidisciplinary
opendoar____::39e4973ba3321b80f37d9b55f63ed8b8,Multidisciplinary
opendoar____::995665640dc319973d3173a74a03860c,History and Archaeology
re3data_____::4cc76bed7ce2fb95fd8e7a2dfde16016,Engineering Sciences
re3data_____::4cc76bed7ce2fb95fd8e7a2dfde16016,Natural Sciences
re3data_____::4cc76bed7ce2fb95fd8e7a2dfde16016,Life Sciences
re3data_____::4cc76bed7ce2fb95fd8e7a2dfde16016,Humanities and Social Sciences
opendoar____::852c44ddce7e0c7e4c64d86147300831,Multidisciplinary
opendoar____::b55ec28c52d5f6205684a473a2193564,Multidisciplinary
opendoar____::59e0b2658e9f2e77f8d4d83f8d07ca84,Multidisciplinary
opendoar____::69f357fcc8e6d119f3d95f33cedb5915,Science General
opendoar____::69f357fcc8e6d119f3d95f33cedb5915,"Agriculture, Food and Veterinary"
opendoar____::69f357fcc8e6d119f3d95f33cedb5915,Biology and Biochemistry
opendoar____::69f357fcc8e6d119f3d95f33cedb5915,Earth and Planetary Sciences
opendoar____::69f357fcc8e6d119f3d95f33cedb5915,Ecology and Environment
opendoar____::69f357fcc8e6d119f3d95f33cedb5915,History and Archaeology
opendoar____::69f357fcc8e6d119f3d95f33cedb5915,Library and Information Science
opendoar____::285da2198b2b496c9d447cc4ac6b0734,Science General
opendoar____::285da2198b2b496c9d447cc4ac6b0734,Chemistry and Chemical Technology
opendoar____::285da2198b2b496c9d447cc4ac6b0734,Earth and Planetary Sciences
opendoar____::285da2198b2b496c9d447cc4ac6b0734,Ecology and Environment
opendoar____::83f97f4825290be4cb794ec6a234595f,Multidisciplinary
opendoar____::1feb4cdda5aafe2a48cbe27544cd8e4b,Civil Engineering
opendoar____::07e1cd7dca89a1678042477183b7ac3f,Multidisciplinary
opendoar____::e4da3b7fbbce2345d7772b0674a318d5,Multidisciplinary
opendoar____::daa96d9681a21445772454cbddf0cac1,Multidisciplinary
opendoar____::41bfd20a38bb1b0bec75acf0845530a7,"Agriculture, Food and Veterinary"
opendoar____::6c8dba7d0df1c4a79dd07646be9a26c8,Multidisciplinary
opendoar____::4d2e7bd33c475784381a64e43e50922f,Multidisciplinary
re3data_____::6e8216b096589d01d186ef9cad0d3f83,Life Sciences
re3data_____::6e8216b096589d01d186ef9cad0d3f83,Basic Biological and Medical Research
re3data_____::6e8216b096589d01d186ef9cad0d3f83,General Genetics
re3data_____::6e8216b096589d01d186ef9cad0d3f83,Biology
re3data_____::31e7e17f430cb2804771e928f5bf6ea0,Humanities and Social Sciences
opendoar____::7cbbc409ec990f19c78c75bd1e06f215,Science General
opendoar____::7cbbc409ec990f19c78c75bd1e06f215,Technology General
opendoar____::7cbbc409ec990f19c78c75bd1e06f215,Library and Information Science
opendoar____::7cbbc409ec990f19c78c75bd1e06f215,Management and Planning
opendoar____::3546ab441e56fa333f8b44b610d95691,Multidisciplinary
openaire____::1f35f7c7fa4f731c8c3a2aa5b367e4f0,{NULL}
opendoar____::c8cbd669cfb2f016574e9d147092b5bb,Management and Planning
opendoar____::88a199611ac2b85bd3f76e8ee7e55650,Multidisciplinary
opendoar____::1160453108d3e537255e9f7b931f4e90,Multidisciplinary
opendoar____::4e87337f366f72daa424dae11df0538c,Multidisciplinary
opendoar____::da0b566359c3862f20b5072c3d49bd0f,Geography and Regional Studies
opendoar____::da0b566359c3862f20b5072c3d49bd0f,Philosophy and Religion
opendoar____::da0b566359c3862f20b5072c3d49bd0f,Law and Politics
opendoar____::1efa39bcaec6f3900149160693694536,Computers and IT
re3data_____::b7453287f17b09b65269062387fc69bc,Life Sciences
re3data_____::b7453287f17b09b65269062387fc69bc,Biology
re3data_____::b7453287f17b09b65269062387fc69bc,Engineering Sciences
re3data_____::b7453287f17b09b65269062387fc69bc,Materials Science and Engineering
re3data_____::b7453287f17b09b65269062387fc69bc,Natural Sciences
re3data_____::b7453287f17b09b65269062387fc69bc,Basic Biological and Medical Research
re3data_____::b7453287f17b09b65269062387fc69bc,Materials Science
re3data_____::b7453287f17b09b65269062387fc69bc,Physics
opendoar____::9627c45df543c816a3ddf2d8ea686a99,Multidisciplinary
opendoar____::36a16a2505369e0c922b6ea7a23a56d2,Multidisciplinary
opendoar____::75df63609809c7a2052fdffe5c00a84e,Multidisciplinary
opendoar____::75df63609809c7a2052fdffe5c00a84e,Science General
opendoar____::75df63609809c7a2052fdffe5c00a84e,Technology General
opendoar____::83f2550373f2f19492aa30fbd5b57512,Multidisciplinary
opendoar____::0584ce565c824b7b7f50282d9a19945b,Multidisciplinary
opendoar____::a8badd37c221a3f19d9ad0ac2196849a,Multidisciplinary
re3data_____::6ad727a71a5ffa1d2b65c4ccc6e463b5,Humanities and Social Sciences
re3data_____::6ad727a71a5ffa1d2b65c4ccc6e463b5,Life Sciences
re3data_____::6ad727a71a5ffa1d2b65c4ccc6e463b5,Natural Sciences
re3data_____::6ad727a71a5ffa1d2b65c4ccc6e463b5,Engineering Sciences
opendoar____::91f5738a827405b0f0bd80af1b7e386c,Multidisciplinary
opendoar____::0b6ace9e8971cf36f1782aa982a708db,Multidisciplinary
opendoar____::8a3363abe792db2d8761d6403605aeb7,Science General
opendoar____::dfbd282c18300fa0eccceea6c5fac41f,Multidisciplinary
opendoar____::dfbd282c18300fa0eccceea6c5fac41f,Health and Medicine
opendoar____::7750ca3559e5b8e1f44210283368fc16,Science General
opendoar____::7750ca3559e5b8e1f44210283368fc16,Health and Medicine
opendoar____::7750ca3559e5b8e1f44210283368fc16,Social Sciences General
opendoar____::a2d10d355cdebc879e4fc6ecc6f63dd7,Multidisciplinary
re3data_____::b5ba4fa2e3f3fb58b06eb6b1a7c1c53f,Engineering Sciences
re3data_____::b5ba4fa2e3f3fb58b06eb6b1a7c1c53f,Natural Sciences
re3data_____::b5ba4fa2e3f3fb58b06eb6b1a7c1c53f,Life Sciences
re3data_____::b5ba4fa2e3f3fb58b06eb6b1a7c1c53f,Humanities and Social Sciences
opendoar____::7d2be41b1bde6ff8fe45150c37488ebb,Multidisciplinary
opendoar____::f29c21d4897f78948b91f03172341b7b,Science General
opendoar____::f29c21d4897f78948b91f03172341b7b,Arts and Humanities General
opendoar____::f29c21d4897f78948b91f03172341b7b,Social Sciences General
re3data_____::0fd79429de04343dbbec705d9b5f429f,Biology
re3data_____::0fd79429de04343dbbec705d9b5f429f,Biophysics
re3data_____::0fd79429de04343dbbec705d9b5f429f,Bioinformatics and Theoretical Biology
re3data_____::0fd79429de04343dbbec705d9b5f429f,Soil Sciences
re3data_____::0fd79429de04343dbbec705d9b5f429f,Chemistry
re3data_____::0fd79429de04343dbbec705d9b5f429f,"Analytical Chemistry, Method Development (Chemistry)"
re3data_____::0fd79429de04343dbbec705d9b5f429f,Physics
re3data_____::0fd79429de04343dbbec705d9b5f429f,Mathematics
re3data_____::0fd79429de04343dbbec705d9b5f429f,Geosciences (including Geography)
re3data_____::0fd79429de04343dbbec705d9b5f429f,Geophysics and Geodesy
re3data_____::0fd79429de04343dbbec705d9b5f429f,Geophysics
re3data_____::0fd79429de04343dbbec705d9b5f429f,"Geochemistry, Mineralogy and Crystallography"
re3data_____::0fd79429de04343dbbec705d9b5f429f,Geography
re3data_____::0fd79429de04343dbbec705d9b5f429f,Water Research
re3data_____::0fd79429de04343dbbec705d9b5f429f,Materials Science and Engineering
re3data_____::0fd79429de04343dbbec705d9b5f429f,Materials Science
re3data_____::0fd79429de04343dbbec705d9b5f429f,"Computer Science, Electrical and System Engineering"
re3data_____::0fd79429de04343dbbec705d9b5f429f,Systems Engineering
re3data_____::0fd79429de04343dbbec705d9b5f429f,"Traffic and Transport Systems, Logistics"
re3data_____::0fd79429de04343dbbec705d9b5f429f,Computer Science
re3data_____::0fd79429de04343dbbec705d9b5f429f,Construction Engineering and Architecture
re3data_____::0fd79429de04343dbbec705d9b5f429f,"Urbanism, Spatial Planning, Transportation and Infrastructure Planning, Landscape Planning"
re3data_____::0fd79429de04343dbbec705d9b5f429f,Life Sciences
re3data_____::0fd79429de04343dbbec705d9b5f429f,Basic Biological and Medical Research
re3data_____::0fd79429de04343dbbec705d9b5f429f,"Agriculture, Forestry, Horticulture and Veterinary Medicine"
re3data_____::0fd79429de04343dbbec705d9b5f429f,Natural Sciences
re3data_____::0fd79429de04343dbbec705d9b5f429f,Engineering Sciences
re3data_____::aa2c0ae31d40fa1ab1dfc416c921def0,Life Sciences
re3data_____::aa2c0ae31d40fa1ab1dfc416c921def0,Basic Biological and Medical Research
re3data_____::aa2c0ae31d40fa1ab1dfc416c921def0,Biochemistry
re3data_____::aa2c0ae31d40fa1ab1dfc416c921def0,Bioinformatics and Theoretical Biology
re3data_____::aa2c0ae31d40fa1ab1dfc416c921def0,Biology
re3data_____::aa2c0ae31d40fa1ab1dfc416c921def0,Natural Sciences
re3data_____::aa2c0ae31d40fa1ab1dfc416c921def0,"Analytical Chemistry, Method Development (Chemistry)"
re3data_____::aa2c0ae31d40fa1ab1dfc416c921def0,Chemistry
opendoar____::488c1e0332065eb80e1129139a67d6e0,Health and Medicine
opendoar____::d360a502598a4b64b936683b44a5523a,Science General
opendoar____::d360a502598a4b64b936683b44a5523a,Ecology and Environment
opendoar____::d360a502598a4b64b936683b44a5523a,Architecture
opendoar____::d360a502598a4b64b936683b44a5523a,Library and Information Science
opendoar____::d360a502598a4b64b936683b44a5523a,Mechanical Engineering and Materials
opendoar____::769ac34a4012ab69c069de0bab7d9e81,Chemistry and Chemical Technology
opendoar____::fccb60fb512d13df5083790d64c4d5dd,Multidisciplinary
opendoar____::09b15d48a1514d8209b192a8b8f34e48,Multidisciplinary
opendoar____::21ce689121e39821d07d04faab328370,Multidisciplinary
opendoar____::5cce8dede893813f879b873962fb669f,Multidisciplinary
opendoar____::2a3d6d6cc4b5e77238c1fc1bb6cdd681,Multidisciplinary
opendoar____::70efba66d3d8d53194fb1a8446ae07fa,Multidisciplinary
opendoar____::9808ae38758804501ca3fc0697050e03,Multidisciplinary
opendoar____::eb6fdc36b281b7d5eabf33396c2683a2,Biology and Biochemistry
opendoar____::eb6fdc36b281b7d5eabf33396c2683a2,Health and Medicine
opendoar____::eb6fdc36b281b7d5eabf33396c2683a2,Social Sciences General
opendoar____::602d1305678a8d5fdb372271e980da6a,Multidisciplinary
re3data_____::dba855a84b750cd034f9a2f37d2c10c5,Engineering Sciences
re3data_____::dba855a84b750cd034f9a2f37d2c10c5,Natural Sciences
re3data_____::dba855a84b750cd034f9a2f37d2c10c5,Life Sciences
re3data_____::dba855a84b750cd034f9a2f37d2c10c5,Humanities and Social Sciences
opendoar____::4e0cb6fb5fb446d1c92ede2ed8780188,Multidisciplinary
opendoar____::851ddf5058cf22df63d3344ad89919cf,Science General
opendoar____::851ddf5058cf22df63d3344ad89919cf,Health and Medicine
opendoar____::851ddf5058cf22df63d3344ad89919cf,Architecture
opendoar____::851ddf5058cf22df63d3344ad89919cf,Social Sciences General
opendoar____::7cac11e2f46ed46c339ec3d569853759,Health and Medicine
opendoar____::7cac11e2f46ed46c339ec3d569853759,Technology General
opendoar____::7cac11e2f46ed46c339ec3d569853759,Computers and IT
opendoar____::7cac11e2f46ed46c339ec3d569853759,Arts and Humanities General
opendoar____::7cac11e2f46ed46c339ec3d569853759,Fine and Performing Arts
opendoar____::7cac11e2f46ed46c339ec3d569853759,Geography and Regional Studies
opendoar____::7cac11e2f46ed46c339ec3d569853759,History and Archaeology
opendoar____::7cac11e2f46ed46c339ec3d569853759,Language and Literature
opendoar____::7cac11e2f46ed46c339ec3d569853759,Social Sciences General
opendoar____::7cac11e2f46ed46c339ec3d569853759,Business and Economics
opendoar____::7cac11e2f46ed46c339ec3d569853759,Education
opendoar____::7cac11e2f46ed46c339ec3d569853759,Law and Politics
opendoar____::7cac11e2f46ed46c339ec3d569853759,Library and Information Science
opendoar____::7cac11e2f46ed46c339ec3d569853759,Management and Planning
opendoar____::7cac11e2f46ed46c339ec3d569853759,Psychology
opendoar____::13e5ebb0fa112fe1b31a1067962d74a7,Multidisciplinary
opendoar____::f770b62bc8f42a0b66751fe636fc6eb0,Multidisciplinary
openaire____::02b55e4f52388520bfe11f959f836e68,{NULL}
opendoar____::7fea637fd6d02b8f0adf6f7dc36aed93,Business and Economics
opendoar____::b23975176653284f1f7356ba5539cfcb,"Agriculture, Food and Veterinary"
opendoar____::b23975176653284f1f7356ba5539cfcb,Technology General
opendoar____::b23975176653284f1f7356ba5539cfcb,Computers and IT
opendoar____::d210cf373cf002a04ec72ee395f66306,Multidisciplinary
opendoar____::020c8bfac8de160d4c5543b96d1fdede,Health and Medicine
opendoar____::8929c70f8d710e412d38da624b21c3c8,"Agriculture, Food and Veterinary"
opendoar____::d707329bece455a462b58ce00d1194c9,Multidisciplinary
opendoar____::16a5cdae362b8d27a1d8f8c7b78b4330,Multidisciplinary
opendoar____::16a5cdae362b8d27a1d8f8c7b78b4330,Science General
opendoar____::16a5cdae362b8d27a1d8f8c7b78b4330,Arts and Humanities General
opendoar____::e165421110ba03099a1c0393373c5b43,Multidisciplinary
opendoar____::5e4450dc93010bbeea7cd28eba296850,Multidisciplinary
opendoar____::69d1fc78dbda242c43ad6590368912d4,Multidisciplinary
opendoar____::1c1d4df596d01da60385f0bb17a4a9e0,Multidisciplinary
opendoar____::b7087c1f4f89e63af8d46f3b20271153,Multidisciplinary
opendoar____::258be18e31c8188555c2ff05b4d542c3,Health and Medicine
openaire____::5fe864425faf411117991f021435b448,{NULL}
opendoar____::3be0214185d6177a9aa6adea5a720b09,Earth and Planetary Sciences
opendoar____::c90e274d55309db944076afb3ff9c391,Multidisciplinary
opendoar____::84c2d4860a0fc27bcf854c444fb8b400,Multidisciplinary
opendoar____::cf9b2d0406020c56599f9a93708832b5,Multidisciplinary
opendoar____::0266e33d3f546cb5436a10798e657d97,"Agriculture, Food and Veterinary"
opendoar____::0266e33d3f546cb5436a10798e657d97,Ecology and Environment
re3data_____::042526413dba064c3de49a8bf2614050,Humanities and Social Sciences
re3data_____::042526413dba064c3de49a8bf2614050,Soil Sciences
re3data_____::042526413dba064c3de49a8bf2614050,Ecology of Agricultural Landscapes
re3data_____::042526413dba064c3de49a8bf2614050,Basic Veterinary Medical Science
re3data_____::042526413dba064c3de49a8bf2614050,Chemistry
re3data_____::042526413dba064c3de49a8bf2614050,Physics
re3data_____::042526413dba064c3de49a8bf2614050,Astrophysics and Astronomy
re3data_____::042526413dba064c3de49a8bf2614050,Geophysics
re3data_____::042526413dba064c3de49a8bf2614050,Engineering Sciences
re3data_____::042526413dba064c3de49a8bf2614050,"Agriculture, Forestry, Horticulture and Veterinary Medicine"
re3data_____::042526413dba064c3de49a8bf2614050,Life Sciences
re3data_____::042526413dba064c3de49a8bf2614050,Natural Sciences
re3data_____::042526413dba064c3de49a8bf2614050,Geophysics and Geodesy
re3data_____::042526413dba064c3de49a8bf2614050,Geosciences (including Geography)
opendoar____::0ee8b85a85a49346fdff9665312a5cc4,Multidisciplinary
opendoar____::7c4ede33a62160a19586f6e26eaefacf,Multidisciplinary
opendoar____::7c4ede33a62160a19586f6e26eaefacf,Science General
opendoar____::2bcab9d935d219641434683dd9d18a03,Multidisciplinary
opendoar____::9b72e31dac81715466cd580a448cf823,Multidisciplinary
openaire____::431d1462786452bf6840b0645c6cb965,{NULL}
opendoar____::c79ec57a8e72a87d8a69d2c6b8a2a8d4,Health and Medicine
opendoar____::c0f971d8cd24364f2029fcb9ac7b71f5,Multidisciplinary
opendoar____::57f04bb2975420e3b4c73920c687cad7,Ecology and Environment
opendoar____::57f04bb2975420e3b4c73920c687cad7,Business and Economics
opendoar____::57f04bb2975420e3b4c73920c687cad7,Law and Politics
opendoar____::57f04bb2975420e3b4c73920c687cad7,Management and Planning
opendoar____::464d828b85b0bed98e80ade0a5c43b0f,Technology General
opendoar____::464d828b85b0bed98e80ade0a5c43b0f,Civil Engineering
opendoar____::464d828b85b0bed98e80ade0a5c43b0f,Electrical and Electronic Engineering
opendoar____::464d828b85b0bed98e80ade0a5c43b0f,Mechanical Engineering and Materials
opendoar____::464d828b85b0bed98e80ade0a5c43b0f,Language and Literature
opendoar____::464d828b85b0bed98e80ade0a5c43b0f,Business and Economics
opendoar____::464d828b85b0bed98e80ade0a5c43b0f,Library and Information Science
opendoar____::6ba3af5d7b2790e73f0de32e5c8c1798,Multidisciplinary
opendoar____::9fe77ac7060e716f2d42631d156825c0,Multidisciplinary
opendoar____::f33ba15effa5c10e873bf3842afb46a6,Multidisciplinary
opendoar____::8f121ce07d74717e0b1f21d122e04521,Multidisciplinary
opendoar____::aa97d584861474f4097cf13ccb5325da,Fine and Performing Arts
opendoar____::aa97d584861474f4097cf13ccb5325da,Geography and Regional Studies
opendoar____::aa97d584861474f4097cf13ccb5325da,History and Archaeology
opendoar____::aa97d584861474f4097cf13ccb5325da,Language and Literature
opendoar____::aa97d584861474f4097cf13ccb5325da,Philosophy and Religion
opendoar____::aa97d584861474f4097cf13ccb5325da,Law and Politics
opendoar____::3b5020bb891119b9f5130f1fea9bd773,Multidisciplinary
opendoar____::7f53f8c6c730af6aeb52e66eb74d8507,Multidisciplinary
opendoar____::1558417b096b5d8e7cbe0183ea9cbf26,Multidisciplinary
opendoar____::cfa0860e83a4c3a763a7e62d825349f7,Multidisciplinary
opendoar____::f0f6cc51dacebe556699ccb45e2d43a8,Multidisciplinary
opendoar____::ef50c335cca9f340bde656363ebd02fd,Multidisciplinary
opendoar____::b2eb7349035754953b57a32e2841bda5,Multidisciplinary
opendoar____::fd4f21f2556dad0ea8b7a5c04eabebda,Multidisciplinary
opendoar____::65a31da7ede4dc9b03fb5bbf8f442ce9,Technology General
opendoar____::6b050305727cf58f619ee76f40697abf,Multidisciplinary
opendoar____::8edd72158ccd2a879f79cb2538568fdc,Multidisciplinary
openaire____::c9d2209ecc4d45ba7b4ca7597acb88a2,{NULL}
opendoar____::393c55aea738548df743a186d15f3bef,Multidisciplinary
opendoar____::e761813f83dfc86fa1c6e0da5510c3b8,Multidisciplinary
opendoar____::9425be43ba92c2b4454ca7bf602efad8,Multidisciplinary
